specha3,Speckled Chachalaca,829,species
specha6,Speckled Chachalaca (Speckled),830,issf
specha5,Speckled Chachalaca (Parana),833,issf
specha2,East Brazilian Chachalaca,834,species
specha4,Scaled Chachalaca,835,species
varcha1,Variable Chachalaca,836,species
varcha3,Chestnut-headed Chachalaca,837,species
bubcha1,Buff-browed Chachalaca,838,species
chacha2,chachalaca sp.,839,spuh
batgua1,Band-tailed Guan,840,species
beagua1,Bearded Guan,844,species
baugua1,Baudo Guan,845,species
andgua1,Andean Guan,846,species
margua1,Marail Guan,852,species
rumgua1,Rusty-margined Guan,855,species
refgua1,Red-faced Guan,859,species
spigua1,Spix's Guan,860,species
spigua3,Spix's Guan (Grant's),861,issf
spigua2,Spix's Guan (Spix's),862,issf
y00657,Marail/Spix's Guan,866,slash
cregua1,Crested Guan,867,species
caugua1,Cauca Guan,871,species
whwgua1,White-winged Guan,872,species
dulgua1,Dusky-legged Guan,873,species
y01229,Rusty-margined/Dusky-legged Guan,876,slash
dulgua3,Yungas Guan,877,species
whcgua1,White-crested Guan,878,species
chbgua1,Chestnut-bellied Guan,879,species
whbgua1,White-browed Guan,880,species
penelo1,Penelope sp.,881,spuh
trpgua1,Trinidad Piping-Guan,882,species
butpig1,Blue-throated Piping-Guan,883,species
butpig2,White-throated Piping-Guan,884,species
btpgua1,Blue-throated/White-throated Piping-Guan,885,slash
rtpgua1,Red-throated Piping-Guan,886,species
